RespondentID,How often do you travel by plane?,Do you ever recline your seat when you fly?,Height,Do you have any children under 18?,"In a row of three seats, who should get to use the two arm rests?","In a row of two seats, who should get to use the middle arm rest?",Who should have control over the window shade?,Is itrude to move to an unsold seat on a plane?,"Generally speaking, is it rude to say more than a few words tothe stranger sitting next to you on a plane?","On a 6 hour flight from NYC to LA, how many times is it acceptable to get up if you're not in an aisle seat?","Under normal circumstances, does a person who reclines their seat during a flight have any obligation to the person sitting behind them?",Is itrude to recline your seat on a plane?,"Given the opportunity, would you eliminate the possibility of reclining seats on planes entirely?",Is it rude to ask someone to switch seats with you in order to be closer to friends?,Is itrude to ask someone to switch seats with you in order to be closer to family?,Is it rude to wake a passenger up if you are trying to go to the bathroom?,Is itrude to wake a passenger up if you are trying to walk around?,"In general, is itrude to bring a baby on a plane?","In general, is it rude to knowingly bring unruly children on a plane?",Have you ever used personal electronics during take off or landing in violation of a flight attendant's direction?,Have you ever smoked a cigarette in an airplane bathroom when it was against the rules?,Gender,Age,Household Income,Education,Location (Census Region)
3431806805,Once a month or less,Once in a while,66,No,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,"No, not rude at all","No, not at all rude",Four times,"No, the person on the flight has no obligation to the person behind them","No, not rude at all",Yes,"No, not at all rude","No, not at all rude","No, not at all rude","Yes, somewhat rude","Yes, somewhat rude","Yes, very rude",No,No,Female,60,"",Graduate degree,West North Central
3431809207,Once a month or less,About half the time,63,No,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,"No, not rude at all","No, not at all rude",Three times,"Yes, they should not recline their chair if the person behind them asks them not to","Yes, somewhat rude",No,"No, not at all rude","No, not at all rude","Yes, somewhat rude","Yes, somewhat rude","No, not at all rude","No, not at all rude",No,No,Female,59,50000,Graduate degree,Pacific
3431810107,Once a year or less,Never,68,No,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,"Yes, somewhat rude","Yes, somewhat rude",Twice,"Yes, they should not recline their chair if the person behind them asks them not to","Yes, very rude",Yes,"No, not at all rude","No, not at all rude","Yes, somewhat rude","Yes, somewhat rude","No, not at all rude","Yes, somewhat rude",No,No,Male,47,30000,Graduate degree,Middle Atlantic
3431811073,Once a month or less,Once in a while,66,Yes,Whoever puts their arm on the arm rest first,Whoever puts their arm on the arm rest first,The person in the window seat should have exclusive control,"No, not rude at all","No, not at all rude",Four times,"Yes, they should not recline their chair if the person behind them asks them not to","Yes, somewhat rude",No,"No, not at all rude","No, not at all rude","Yes, somewhat rude","Yes, somewhat rude","No, not at all rude","Yes, very rude",No,No,Female,37,150000,Graduate degree,Middle Atlantic
3431811871,Once a year or less,Once in a while,66,No,Other (please specify),The arm rests should be shared,The person in the window seat should have exclusive control,"No, not rude at all","Yes, somewhat rude",More than five times times,"Yes, they should not recline their chair if the person behind them asks them not to","Yes, somewhat rude",No,"No, not at all rude","No, not at all rude","Yes, somewhat rude","Yes, very rude","Yes, somewhat rude","Yes, somewhat rude",No,No,Male,21,91000,Bachelor degree,South Atlantic
3431811997,Once a year or less,About half the time,69,No,Other (please specify),The person by the window,Everyone in the row should have some say,"No, not rude at all","No, not at all rude",Three times,"Yes, they should not recline their chair if the person behind them asks them not to","Yes, somewhat rude",Yes,"No, not at all rude","No, not at all rude","Yes, somewhat rude","Yes, somewhat rude","No, not at all rude","Yes, somewhat rude",No,No,Female,50,69000,Bachelor degree,Pacific
3431812523,Once a month or less,Always,69,No,The person in the middle seat gets both arm rests,The person in aisle,The person in the window seat should have exclusive control,"Yes, somewhat rude","No, not at all rude",Four times,"No, the person on the flight has no obligation to the person behind them","No, not rude at all",No,"No, not at all rude","No, not at all rude","No, not at all rude","No, not at all rude","Yes, somewhat rude","Yes, very rude",Yes,No,Male,44,45000,Bachelor degree,Pacific
3431813221,Never,"","","","","","","","","","","","","","","","","","","","",Male,35,7000,Some college or Associate degree,East North Central
3431814033,Once a year or less,Once in a while,62,No,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,"No, not rude at all","No, not at all rude",Three times,"Yes, they should not recline their chair if the person behind them asks them not to","No, not rude at all",No,"No, not at all rude","No, not at all rude","Yes, somewhat rude","Yes, very rude","Yes, somewhat rude","Yes, somewhat rude",Yes,No,Male,28,50000,Some college or Associate degree,East South Central
3431815266,Once a year or less,Usually,65,No,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,"Yes, somewhat rude","No, not at all rude",Twice,"Yes, they should not recline their chair if the person behind them asks them not to","No, not rude at all",No,"No, not at all rude","No, not at all rude","No, not at all rude","Yes, somewhat rude","No, not at all rude","Yes, somewhat rude",Yes,No,Female,24,107000,Bachelor degree,Pacific
3431818301,Once a year or less,Always,64,No,Other (please specify),Other (please specify),The person in the window seat should have exclusive control,"No, not rude at all","No, not at all rude",More than five times times,"No, the person on the flight has no obligation to the person behind them","No, not rude at all",No,"No, not at all rude","No, not at all rude","No, not at all rude","Yes, somewhat rude","Yes, somewhat rude","Yes, very rude",Yes,No,Female,19,123000,Bachelor degree,Middle Atlantic
3431818574,Never,"","","","","","","","","","","","","","","","","","","","",Female,65,16000,Some college or Associate degree,Mountain
3431820319,Once a year or less,Usually,69,Yes,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,"No, not rude at all","No, not at all rude",More than five times times,"No, the person on the flight has no obligation to the person behind them","No, not rude at all",No,"No, not at all rude","No, not at all rude","No, not at all rude","Yes, very rude","No, not at all rude","Yes, somewhat rude",No,No,Male,52,143000,Graduate degree,East North Central
3431820584,Once a year or less,Never,64,No,The people in the aisle and window seats get both arm rests,The arm rests should be shared,Everyone in the row should have some say,"Yes, somewhat rude","No, not at all rude",Once,"","","","","","","","","","","","","","","",""
3431821208,Once a year or less,Usually,66,No,Whoever puts their arm on the arm rest first,Whoever puts their arm on the arm rest first,Everyone in the row should have some say,"No, not rude at all","No, not at all rude",Three times,"No, the person on the flight has no obligation to the person behind them","No, not rude at all",No,"No, not at all rude","No, not at all rude","No, not at all rude","Yes, somewhat rude","No, not at all rude","Yes, very rude",No,No,Male,72,68000,Graduate degree,Pacific
3431821681,Once a year or less,Once in a while,73,No,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,"No, not rude at all","No, not at all rude",Twice,"No, the person on the flight has no obligation to the person behind them","No, not rude at all",No,"No, not at all rude","No, not at all rude","No, not at all rude","Yes, somewhat rude","No, not at all rude","Yes, somewhat rude",No,No,Male,32,134000,Bachelor degree,Pacific
3431822505,Never,"","","","","","","","","","","","","","","","","","","","",Female,33,32000,Bachelor degree,West North Central
3431822775,Once a year or less,Never,65,No,The person in the middle seat gets both arm rests,The person by the window,Everyone in the row should have some say,"Yes, somewhat rude","No, not at all rude",Four times,"Yes, they should not recline their chair if the person behind them asks them not to","Yes, somewhat rude",No,"Yes, somewhat rude","Yes, somewhat rude","Yes, very rude","Yes, very rude","Yes, somewhat rude","Yes, very rude",No,No,Female,77,"",Graduate degree,East North Central
3431827807,Once a year or less,Usually,69,No,The arm rests should be shared,Whoever puts their arm on the arm rest first,The person in the window seat should have exclusive control,"No, not rude at all","Yes, somewhat rude",Four times,"No, the person on the flight has no obligation to the person behind them","No, not rude at all",No,"No, not at all rude","No, not at all rude","No, not at all rude","No, not at all rude","Yes, somewhat rude","Yes, very rude",Yes,No,Female,55,150000,Graduate degree,Middle Atlantic
3431828635,Once a year or less,Once in a while,67,No,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,"No, not rude at all","Yes, somewhat rude",Once,"Yes, they should not recline their chair if the person behind them asks them not to","No, not rude at all",No,"No, not at all rude","No, not at all rude","No, not at all rude","Yes, somewhat rude","No, not at all rude","Yes, somewhat rude",No,No,Male,29,21000,Some college or Associate degree,West South Central
3431832795,Once a month or less,Once in a while,64,No,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,"No, not rude at all","No, not at all rude",Four times,"Yes, they should not recline their chair if the person behind them asks them not to","Yes, somewhat rude",No,"No, not at all rude","No, not at all rude","No, not at all rude","No, not at all rude","No, not at all rude","Yes, very rude",No,No,Female,74,150000,Graduate degree,West South Central
3431837048,Once a year or less,Usually,70,No,The arm rests should be shared,The arm rests should be shared,The person in the window seat should have exclusive control,"Yes, somewhat rude","No, not at all rude",Three times,"Yes, they should not recline their chair if the person behind them asks them not to","No, not rude at all",No,"No, not at all rude","No, not at all rude","No, not at all rude","Yes, somewhat rude","No, not at all rude","Yes, very rude",Yes,No,Male,23,13000,Some college or Associate degree,West North Central
3431837847,Once a year or less,Once in a while,69,No,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,"No, not rude at all","No, not at all rude",Once,"Yes, they should not recline their chair if the person behind them asks them not to","Yes, somewhat rude",Yes,"No, not at all rude","No, not at all rude","Yes, somewhat rude","Yes, very rude","No, not at all rude","Yes, somewhat rude",No,No,Male,61,123000,Graduate degree,West South Central
